case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
321,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,7,10357,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
322,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: Yes.,Strong,3,Yes,3,5406,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
323,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,5,38174,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
324,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: No.,Strong,1,No,21,25380,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
325,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,8,27085,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
326,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,1,2698,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
327,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,2,26394,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
328,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: Yes.,Strong,3,Yes,7,46480,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
329,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: Yes.,Weak,0,Yes,10,6657,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
330,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
331,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,3,11322,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
332,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: Yes.,Moderate,4,Yes,0,14171,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
333,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: Yes.,Weak,3,Yes,2,37308,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
334,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,6,6650,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
335,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,0,0,Acquitted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
336,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: Yes.,Strong,0,Yes,7,43096,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
337,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,5,21964,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
338,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Weak. 1 witnesses were presented in court. Prior criminal record: No.,Weak,1,No,8,5068,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Weak in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
339,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: Yes.,Weak,2,Yes,12,24243,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
340,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,4,7432,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
341,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,15,22003,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
342,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,1,44170,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
343,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,8,37937,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
344,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: Yes.,Weak,0,Yes,0,0,Acquitted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
345,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: Yes.,Strong,3,Yes,5,42101,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
346,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: No.,Moderate,5,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
347,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: No.,Strong,3,No,5,5782,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
348,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
349,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: Yes.,Weak,2,Yes,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
350,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,2,25283,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
351,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,10,31570,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
352,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,2,7344,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
353,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,15,27656,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
354,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,2,11442,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
355,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: No.,Strong,3,No,7,33595,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
356,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,16,20115,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
357,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: No.,Weak,0,No,0,0,Acquitted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
358,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,4,36172,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
359,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: Yes.,Weak,3,Yes,18,48677,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
360,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,0,0,Acquitted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
361,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,21,37256,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
362,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
363,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,3,7336,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
364,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,5,20741,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
365,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: Yes.,Moderate,4,Yes,7,3550,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
366,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,3,10760,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
367,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: No.,Strong,1,No,6,21875,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
368,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,0,0,Acquitted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
369,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,18,37891,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
370,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 0 witnesses were presented in court. Prior criminal record: No.,Moderate,0,No,0,0,Acquitted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
371,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,5,16551,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
372,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,3,39241,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
373,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: No.,Weak,4,No,6,2034,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
374,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: Yes.,Strong,0,Yes,2,29903,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
375,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,4,17443,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
376,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: Yes.,Moderate,5,Yes,7,10049,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
377,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: No.,Weak,4,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
378,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
379,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
380,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: Yes.,Moderate,1,Yes,0,0,Acquitted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
381,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
382,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,4,32444,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
383,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,3,8987,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
384,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,5,23618,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
385,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 0 witnesses were presented in court. Prior criminal record: No.,Moderate,0,No,2,15495,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
386,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: Yes.,Strong,3,Yes,6,36296,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
387,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,5,8158,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
388,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,3,4326,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
389,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,7,7566,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
390,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: No.,Moderate,5,No,4,1169,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
391,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
392,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,2,22374,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
393,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,3,28386,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
394,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,2,29729,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
395,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: Yes.,Weak,2,Yes,0,0,Acquitted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
396,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: No.,Moderate,5,No,10,9940,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
